Substructure,Molecules containing fragment,Number of Molecules_with_Fragment,Mean score cluster,Steps,Number of Molecules_with_Fragment List,step min,step count
O=C1OC(c2ccccc2)=C2C1=C(c1ccccc1)C(c1ccccc1)=C2c1ccccc1,{'O=C1OC(c2ccccc2)=C2C1=C(c1ccccc1)C(c1ccccc1)=C2c1ccccc1'},1,0.4773189,[230],[2],230,1
O=C1c2ccccc2C(c2ccccc2)=[N+]1c1ccc(Cl)cc1C([O-])=NNc1ccccc1,{'O=C1c2ccccc2C(c2ccccc2)=[N+]1c1ccc(Cl)cc1C([O-])=NNc1ccccc1'},1,0.3801852,[290],[2],290,1
O=S1(=O)C(=Cc2ccccc2)C(c2ccccc2)=NC1=C(c1ccccc1)c1ccccc1,{'O=S1(=O)C(=Cc2ccccc2)C(c2ccccc2)=NC1=C(c1ccccc1)c1ccccc1'},1,0.4963337,[270],[2],270,1
O=[N+]([O-])c1ccc(-c2cc3n(c2)[B-](F)(F)C2=Cc4ccccc4C2=C3c2ccccc2)cc1,{'O=[N+]([O-])c1ccc(-c2cc3n(c2)[B-](F)(F)C2=Cc4ccccc4C2=C3c2ccccc2)cc1'},1,0.5120709,[330],[2],330,1
O=[N+]([O-])c1ccc(C2=C3C=C(c4ccco4)C=C3[B-](F)(F)n3cc(-c4ccco4)cc32)cc1,{'O=[N+]([O-])c1ccc(C2=C3C=C(c4ccco4)C=C3[B-](F)(F)n3cc(-c4ccco4)cc32)cc1'},1,0.5419042,[280],[2],280,1
F[B-]1(F)n2cccc2C(c2ccc(-c3ccccc3)cc2)=C2C=C(c3ccc(Br)s3)C(Br)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc(-c3ccccc3)cc2)=C2C=C(c3ccc(Br)s3)C(Br)=[N+]21'},1,0.5906833,[240],[2],240,1
F[B-]1(F)n2ccc(-c3ccc(Br)cc3)c2C=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,{'F[B-]1(F)n2ccc(-c3ccc(Br)cc3)c2C=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21'},1,0.5726012,[350],[2],350,1
F[B-]1(F)C2=C(c3ccc(Br)cc3)[NH+]=C(c3cccnc3)C2=C(c2ccccn2)c2cccn21,{'F[B-]1(F)C2=C(c3ccc(Br)cc3)[NH+]=C(c3cccnc3)C2=C(c2ccccn2)c2cccn21'},1,0.561105,[360],[2],360,1
F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)C2=C(c2ccc(Br)cc2)c2cccn21,{'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)C2=C(c2ccc(Br)cc2)c2cccn21'},1,0.5899181,[310],[2],310,1
F[B-]1(F)C2=c3cc(Cl)ccc3=C(c3ccccn3)C2=C(c2ccc(Cl)cc2)c2ccc(Br)n21,{'F[B-]1(F)C2=c3cc(Cl)ccc3=C(c3ccccn3)C2=C(c2ccc(Cl)cc2)c2ccc(Br)n21'},1,0.5386076,[370],[2],370,1
F[B-]1(F)C2=[N+](c3ccc(Cl)cc3)C(=C(Cl)c3c(Br)c(Cl)c(Br)n31)C(c1ccncc1)=CC=C2,{'F[B-]1(F)C2=[N+](c3ccc(Cl)cc3)C(=C(Cl)c3c(Br)c(Cl)c(Br)n31)C(c1ccncc1)=CC=C2'},1,0.3664567,[350],[2],350,1
F[B-]1(F)C2=[N+]([B-](F)(F)O[n+]3cc4ccccc4c(-c4ccccc4)c31)[B-](F)(F)n1cccc12,{'F[B-]1(F)C2=[N+]([B-](F)(F)O[n+]3cc4ccccc4c(-c4ccccc4)c31)[B-](F)(F)n1cccc12'},1,0.2596133,[250],[2],250,1
F[B-]1(F)C2=C(c3cnc4ccccc4c3)c3ccccc3C2=C(c2ccc[nH]2)c2cccn21,{'F[B-]1(F)C2=C(c3cnc4ccccc4c3)c3ccccc3C2=C(c2ccc[nH]2)c2cccn21'},1,0.5567211,[370],[2],370,1
F[B-]1(F)C2=C(c3cccnc3)c3cccn3[B-](F)(F)C2=C(c2ccc(Br)cc2)c2cccn21,{'F[B-]1(F)C2=C(c3cccnc3)c3cccn3[B-](F)(F)C2=C(c2ccc(Br)cc2)c2cccn21'},1,0.5866715,[290],[2],290,1
F[B-]1(F)C2=C(c3cccnc3)OC(c3ccccn3)=CC2=C(c2cccnc2)c2cccn21,{'F[B-]1(F)C2=C(c3cccnc3)OC(c3ccccn3)=CC2=C(c2cccnc2)c2cccn21'},1,0.5430713,[340],[2],340,1
F[B-]1(F)C2=C(c3ccccc3Cl)c3ccc(Cl)n3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21,{'F[B-]1(F)C2=C(c3ccccc3Cl)c3ccc(Cl)n3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21'},1,0.5854967,[370],[2],370,1
F[B-]1(F)n2cc(Cl)cc2C(c2ccccc2)=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cc(Cl)cc2C(c2ccccc2)=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21'},1,0.0,[380],[2],380,1
F[B-]1(F)C2=C(c3ccccc3)c3ccccc3[N+]2=C(c2ccc(Cl)cc2)c2cc(Br)c(Br)n21,{'F[B-]1(F)C2=C(c3ccccc3)c3ccccc3[N+]2=C(c2ccc(Cl)cc2)c2cc(Br)c(Br)n21'},1,0.4858848,[280],[2],280,1
F[B-]1(F)C2=C(c3ccccc3)c3ccccc3C2=C(c2ccncc2)c2c(Br)c(Cl)c(Br)n21,{'F[B-]1(F)C2=C(c3ccccc3)c3ccccc3C2=C(c2ccncc2)c2c(Br)c(Cl)c(Br)n21'},1,0.5523619,[340],[2],340,1
F[B-]1(F)C2=C(c3ccc[nH]3)c3cc4ncccc4cc3C2=C(c2cccnc2)c2cccn21,{'F[B-]1(F)C2=C(c3ccc[nH]3)c3cc4ncccc4cc3C2=C(c2cccnc2)c2cccn21'},1,0.5438164,[300],[2],300,1
F[B-]1(F)C2=C(c3ccc(Cl)nc3)c3cccn3[B-](F)(F)C2=C(c2ccncc2)c2cccn21,{'F[B-]1(F)C2=C(c3ccc(Cl)nc3)c3cccn3[B-](F)(F)C2=C(c2ccncc2)c2cccn21'},1,0.5827307,[340],[2],340,1
F[B-]1(F)C2=C(c3ccc(Br)cc3)c3ccc(Cl)cc3C2=C(c2ccccn2)c2ccc(Br)n21,{'F[B-]1(F)C2=C(c3ccc(Br)cc3)c3ccc(Cl)cc3C2=C(c2ccccn2)c2ccc(Br)n21'},1,0.5563226,[390],[2],390,1
F[B-]1(F)C2=C(c3ccc(Br)cc3)c3ccc(Br)cc3C2=C(c2ccccc2)c2ccc(Br)n21,{'F[B-]1(F)C2=C(c3ccc(Br)cc3)c3ccc(Br)cc3C2=C(c2ccccc2)c2ccc(Br)n21'},1,0.5505494,[220],[2],220,1
F[B-]1(F)CC2=C(c3ccccc3)c3ccc(Cl)n3[B-](F)(F)[N+]2=C2C=CC(c3ccccn3)=[N+]21,{'F[B-]1(F)CC2=C(c3ccccc3)c3ccc(Cl)n3[B-](F)(F)[N+]2=C2C=CC(c3ccccn3)=[N+]21'},1,0.5448944,[340],[2],340,1
F[B-]1(F)N(c2ccc(Cl)cc2)N=C(c2ccccc2)C(c2ccccc2)=[N+]1c1ccccc1,{'F[B-]1(F)N(c2ccc(Cl)cc2)N=C(c2ccccc2)C(c2ccccc2)=[N+]1c1ccccc1'},1,0.5455392,[250],[2],250,1
F[B-]1(F)N(c2ccccc2)C(n2c3ccccc3c3ccccc32)=NN=[N+]1c1ccccc1,{'F[B-]1(F)N(c2ccccc2)C(n2c3ccccc3c3ccccc32)=NN=[N+]1c1ccccc1'},1,0.0568543,[170],[2],170,1
F[B-]1(F)c2ccccc2C(=c2ccc(=C3c4ccccc4-c4ccccc43)o2)c2cccn21,{'F[B-]1(F)c2ccccc2C(=c2ccc(=C3c4ccccc4-c4ccccc43)o2)c2cccn21'},1,0.5043334,[330],[2],330,1
F[B-]1(F)c2ccccc2C2=[N+]1C(=Nc1ccccc1)C(c1ccccc1)=C2c1ccccc1,{'F[B-]1(F)c2ccccc2C2=[N+]1C(=Nc1ccccc1)C(c1ccccc1)=C2c1ccccc1'},1,0.5040647,[240],[2],240,1
F[B-]1(F)c2cccn2C(=c2ccc(=C(c3ccccc3)c3ccccc3)cc2)c2cccn21,{'F[B-]1(F)c2cccn2C(=c2ccc(=C(c3ccccc3)c3ccccc3)cc2)c2cccn21'},1,0.5695112,[230],[2],230,1
F[B-]1(F)c2cccnc2C(c2ccc(Br)cc2)=C2c3ccccc3C(c3ccc(Br)cc3)=[N+]21,{'F[B-]1(F)c2cccnc2C(c2ccc(Br)cc2)=C2c3ccccc3C(c3ccc(Br)cc3)=[N+]21'},1,0.5614606,[290],[2],290,1
F[B-]1(F)c2nn(-c3ccccc3)c(=Cc3ccccc3)c2=C(c2ccccc2)c2cccn21,{'F[B-]1(F)c2nn(-c3ccccc3)c(=Cc3ccccc3)c2=C(c2ccccc2)c2cccn21'},1,0.5801629,[320],[2],320,1
F[B-]1(F)n2c(-c3ccc(Br)cc3)nc(Br)c2C(c2ccccc2)=C2c3ccccc3C(Br)=[N+]21,{'F[B-]1(F)n2c(-c3ccc(Br)cc3)nc(Br)c2C(c2ccccc2)=C2c3ccccc3C(Br)=[N+]21'},1,0.5732641,[390],[2],390,1
F[B-]1(F)n2c(Br)cc(Br)c2C(c2cccc(Cl)c2)=C2c3cc(Cl)ccc3C(c3ccco3)=[N+]21,{'F[B-]1(F)n2c(Br)cc(Br)c2C(c2cccc(Cl)c2)=C2c3cc(Cl)ccc3C(c3ccco3)=[N+]21'},1,0.5655106,[390],[2],390,1
F[B-]1(F)n2c(Br)ccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3cccc(Br)c3)C(Br)=[N+]21,{'F[B-]1(F)n2c(Br)ccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3cccc(Br)c3)C(Br)=[N+]21'},1,0.5958515,[320],[2],320,1
F[B-]1(F)n2c(Cl)c(Br)c(Br)c2C(c2cccnc2)=C2C=C(Cl)C=C(c3ccccc3)C(Cl)=[N+]21,{'F[B-]1(F)n2c(Cl)c(Br)c(Br)c2C(c2cccnc2)=C2C=C(Cl)C=C(c3ccccc3)C(Cl)=[N+]21'},1,0.5415283,[300],[2],300,1
F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(c2ccccn2)=C2c3ccccc3C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(c2ccccn2)=C2c3ccccc3C(c3ccccc3)=[N+]21'},1,0.5931385,[370],[2],370,1
F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(c2cccnc2)=c2cc(Cl)c(Cl)cc2=[N+]1c1cccnc1,{'F[B-]1(F)n2c(Cl)c(Cl)c(Br)c2C(c2cccnc2)=c2cc(Cl)c(Cl)cc2=[N+]1c1cccnc1'},1,0.564833,[340],[2],340,1
F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21,"{'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2c(Cl)c(Cl)c(Cl)c2C(c2ccccc2)=C2c3ccccc3C(c3ccc(Cl)cc3)=[N+]21'}",2,0.0,"[390, 370]","[2, 2]",370,2
F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,"{'F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21', 'COc1ccc(C2=C3C=C(c4ccccc4)C(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1'}",2,0.30325615,"[320, 310]","[2, 2]",310,2
F[B-]1(F)n2c(Cl)ccc2C=C2C(c3ccccc3)=C(c3ccccc3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C=C2C(c3ccccc3)=C(c3ccccc3)C(c3ccccc3)=[N+]21'},1,0.5842515,[290],[2],290,1
CC1=C(c2ccccc2)N(c2ccccc2)C2(c3ccc(Cl)cc3)c3c(sc(=O)n3C)SC12,{'CC1=C(c2ccccc2)N(c2ccccc2)C2(c3ccc(Cl)cc3)c3c(sc(=O)n3C)SC12'},1,0.0650513,[210],[2],210,1
CC1=C(c2ccccc2)C(=C2c3ccccc3C(=O)c3ccccc32)c2ccc(CO)cc21,{'CC1=C(c2ccccc2)C(=C2c3ccccc3C(=O)c3ccccc32)c2ccc(CO)cc21'},1,0.386605,[180],[2],180,1
O=[N+]([O-])c1ccccc1C([O-])=C1C([S+]=C2c3ccccc3[B-](F)(F)n3cccc32)=C[S+]=C1Br,{'O=[N+]([O-])c1ccccc1C([O-])=C1C([S+]=C2c3ccccc3[B-](F)(F)n3cccc32)=C[S+]=C1Br'},1,0.3107113,[160],[2],160,1
F[B-]1(F)c2ccccc2C2=CC=C(c3ccccn3)C2=C(c2ccccn2)c2cccn21,{'F[B-]1(F)c2ccccc2C2=CC=C(c3ccccn3)C2=C(c2ccccn2)c2cccn21'},1,0.4537973,[310],[2],310,1
F[B-]1(F)n2c(cc(Br)c2Cl)C(c2cccnc2)=C2c3ccccc3C(c3cccnc3)=[N+]21,{'F[B-]1(F)n2c(cc(Br)c2Cl)C(c2cccnc2)=C2c3ccccc3C(c3cccnc3)=[N+]21'},1,0.5924012,[290],[2],290,1
F[B-]1(F)n2c(Cl)ccc2C(c2ccco2)=C2C(c3ccccn3)=CC(c3ccccc3)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C(c2ccco2)=C2C(c3ccccn3)=CC(c3ccccc3)=[N+]21'},1,0.5608259,[380],[2],380,1
F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2Cl)=C2c3ccccc3C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2Cl)=C2c3ccccc3C(c3ccccc3)=[N+]21'},1,0.5984276,[310],[2],310,1
F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2)=C2c3ccccc3C(c3cccc(Cl)c3)=[N+]21,{'F[B-]1(F)n2c(Cl)ccc2C(c2ccccc2)=C2c3ccccc3C(c3cccc(Cl)c3)=[N+]21'},1,0.5954073,[380],[2],380,1
F[B-]1(F)n2c(Br)ccc2C(c2ccc(Br)s2)=C2c3ccccc3C(c3ccccc3Br)=[N+]21,{'F[B-]1(F)n2c(Br)ccc2C(c2ccc(Br)s2)=C2c3ccccc3C(c3ccccc3Br)=[N+]21'},1,0.5580008,[370],[2],370,1
F[B-]1(F)c2cccn2C(=[N+]2C=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccc(Br)n21,{'F[B-]1(F)c2cccn2C(=[N+]2C=C(c3ccccc3)c3cccn3[B-]2(F)F)c2ccc(Br)n21'},1,0.4947736,[290],[2],290,1
F[B-]1(F)c2ccccc2C(=C2c3ccccc3C(Br)=[N+]2c2ccc(Br)cc2)c2cccn21,{'F[B-]1(F)c2ccccc2C(=C2c3ccccc3C(Br)=[N+]2c2ccc(Br)cc2)c2cccn21'},1,0.5391435,[310],[2],310,1
F[B-]1(F)n2cccc2C(c2ccc(Br)s2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc(Br)s2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21'},1,0.597942,[280],[2],280,1
F[B-]1(F)c2cc(Cl)ccc2C(=C2c3cccn3[B-](F)(F)n3ccc(Cl)c32)c2ccc(Cl)n21,{'F[B-]1(F)c2cc(Cl)ccc2C(=C2c3cccn3[B-](F)(F)n3ccc(Cl)c32)c2ccc(Cl)n21'},1,0.5641556,[390],[2],390,1
F[B-]1(F)c2c(-c3ccc(Br)cc3)c3cccn3c2=C(c2ccc(Cl)nc2)c2ccc(Br)n21,{'F[B-]1(F)c2c(-c3ccc(Br)cc3)c3cccn3c2=C(c2ccc(Cl)nc2)c2ccc(Br)n21'},1,0.5320621,[370],[2],370,1
F[B-]1(F)c2c(-c3ccc(Br)cc3)c3ccc(Br)n3c2=C(c2ccc(Br)cc2)c2cccn21,{'F[B-]1(F)c2c(-c3ccc(Br)cc3)c3ccc(Br)n3c2=C(c2ccc(Br)cc2)c2cccn21'},1,0.5342059,[360],[2],360,1
F[B-]1(F)Oc2ccccc2C(c2ccco2)=C2C=C(c3ccco3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)Oc2ccccc2C(c2ccco2)=C2C=C(c3ccco3)C(c3ccccc3)=[N+]21'},1,0.5502132,[290],[2],290,1
F[B-]1(F)N2C(=c3ccsc3=C3C=CN(c4ccccc4)c4cccc2c43)c2cccc[n+]21,{'F[B-]1(F)N2C(=c3ccsc3=C3C=CN(c4ccccc4)c4cccc2c43)c2cccc[n+]21'},1,0.3443606,[60],[2],60,1
F[B-]1(F)N2C(=C(c3ccccc3)c3ccc(Br)n31)C=C(c1ccco1)c1cc(Cl)ccc12,{'F[B-]1(F)N2C(=C(c3ccccc3)c3ccc(Br)n31)C=C(c1ccco1)c1cc(Cl)ccc12'},1,0.5604041,[280],[2],280,1
F[B-]1(F)n2cc(-c3ccccc3)cc2C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cc(-c3ccccc3)cc2C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21'},1,0.6090416,[390],[2],390,1
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C(c3ccccc3)=NC(c3ccccc3)=[N+]21'},1,0.5986643,[270],[2],270,1
CC1(c2ccccc2)N=C(c2ccccc2)N(c2ccccc2N=Nc2ccccc2)C1=O,{'CC1(c2ccccc2)N=C(c2ccccc2)N(c2ccccc2N=Nc2ccccc2)C1=O'},1,0.2977675,[140],[2],140,1
Fc1ccc(F)c(C2=C3C(Br)=C(Br)C(c4cccnc4)=[N+]3[B-](F)(F)n3c2cc(Cl)c3Cl)c1,{'Fc1ccc(F)c(C2=C3C(Br)=C(Br)C(c4cccnc4)=[N+]3[B-](F)(F)n3c2cc(Cl)c3Cl)c1'},1,0.5936513,[390],[2],390,1
N#Cc1c(-c2ccccc2)ccc2c1C(=NNc1ccccc1[N+](=O)[O-])c1ccccc1-2,{'N#Cc1c(-c2ccccc2)ccc2c1C(=NNc1ccccc1[N+](=O)[O-])c1ccccc1-2'},1,0.3750458,[200],[2],200,1
N#Cc1c(-c2ccccc2)c(-c2ccccc2)c(C(=O)c2ccccc2)c2ccccc12,{'N#Cc1c(-c2ccccc2)c(-c2ccccc2)c(C(=O)c2ccccc2)c2ccccc12'},1,0.1671453,[200],[2],200,1
N#CN(C(=C=C(c1ccccc1)c1ccccc1)N=Nc1ccccc1)c1ccccc1,{'N#CN(C(=C=C(c1ccccc1)c1ccccc1)N=Nc1ccccc1)c1ccccc1'},1,0.0,[60],[2],60,1
N#CC1=C2C(=NC(=O)Cc3ccccc32)N(Cc2ccccc2)N=C1c1ccc(Cl)cc1,{'N#CC1=C2C(=NC(=O)Cc3ccccc32)N(Cc2ccccc2)N=C1c1ccc(Cl)cc1'},1,0.3398661,[240],[2],240,1
N#CC1=C(c2ccccc2)C(c2ccccc2)=CC1=C(c1ccccc1)c1ccccc1,{'N#CC1=C(c2ccccc2)C(c2ccccc2)=CC1=C(c1ccccc1)c1ccccc1'},1,0.4368322,[240],[2],240,1
Fc1ccc(N=C2c3cc(Br)ccc3C(=Nc3ccc(Br)cc3)N2c2ccccc2)cc1,{'Fc1ccc(N=C2c3cc(Br)ccc3C(=Nc3ccc(Br)cc3)N2c2ccccc2)cc1'},1,0.1732954,[290],[2],290,1
Fc1ccc(C2=[N+]3C(=C(c4cncnc4)c4cccn4[B-]3(F)F)C(c3ccco3)=C2)cc1,{'Fc1ccc(C2=[N+]3C(=C(c4cncnc4)c4cccn4[B-]3(F)F)C(c3ccco3)=C2)cc1'},1,0.5887931,[330],[2],330,1
F[B-]1(F)n2cccc2C(c2ccccc2)=C2N=C(c3ccccc3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccccc2)=C2N=C(c3ccccc3)C(c3ccccc3)=[N+]21'},1,0.5986242,[360],[2],360,1
Fc1ccc(C(=NNc2ccc(Br)cc2)c2cc3ccnc(-c4ccccc4)c3o2)cc1,{'Fc1ccc(C(=NNc2ccc(Br)cc2)c2cc3ccnc(-c4ccccc4)c3o2)cc1'},1,0.3221574,[290],[2],290,1
Fc1cc2cc(-c3ccc(-c4c(F)c(F)c(F)c(F)c4F)c4cccn34)[nH]c2c(F)c1F,{'Fc1cc2cc(-c3ccc(-c4c(F)c(F)c(F)c(F)c4F)c4cccn34)[nH]c2c(F)c1F'},1,0.2413633,[390],[2],390,1
F[B-]1(F)n2cccc2C2=CC=C(c3cccnc3)C2=C(c2ccccn2)c2ccc(Br)n21,{'F[B-]1(F)n2cccc2C2=CC=C(c3cccnc3)C2=C(c2ccccn2)c2ccc(Br)n21'},1,0.5314467,[310],[2],310,1
F[B-]1(F)n2cccc2C(c2cccs2)=C2C=C(c3ccc(Cl)cc3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2cccs2)=C2C=C(c3ccc(Cl)cc3)C(c3ccccc3)=[N+]21'},1,0.5942878,[320],[2],320,1
F[B-]1(F)n2cccc2C(c2cccs2)=C2C(c3cccnc3)=C(c3ccccc3)C(Cl)=[N+]21,"{'F[B-]1(F)n2cccc2C(c2cccs2)=C2C(c3cccnc3)=C(c3ccccc3)C(c3ccccc3)=[N+]21', 'F[B-]1(F)n2cccc2C(c2cccs2)=C2C(c3cccnc3)=C(c3ccccc3)C(Cl)=[N+]21'}",2,0.5848519999999999,[290],[3],290,1
F[B-]1(F)n2cccc2C(c2ccccc2)=C2c3ccc(Cl)cc3C(c3ccc(Cl)cc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccccc2)=C2c3ccc(Cl)cc3C(c3ccc(Cl)cc3)=[N+]21'},1,0.6113997,[280],[2],280,1
F[B-]1(F)C2=[N+](c3ccccc3)C(c3ccccc3)=CC2=C(c2ccccc2)c2cccn21,{'F[B-]1(F)C2=[N+](c3ccccc3)C(c3ccccc3)=CC2=C(c2ccccc2)c2cccn21'},1,0.5618696,[230],[2],230,1
F[B-]1(F)C2=C(c3cccnc3)c3ccc(Br)n3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21,{'F[B-]1(F)C2=C(c3cccnc3)c3ccc(Br)n3[B-](F)(F)C2=C(c2ccc[nH]2)c2cccn21'},1,0.5845678,[300],[2],300,1
F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21,{'F[B-]1(F)C2=C(c3ccccn3)c3cccn3[B-](F)(F)[N+]2=C(c2ccncc2)c2cccn21'},1,0.5715459,[260],[2],260,1
Cc1ccc(N=[N+]=C2C(=[OH+])C(=CC=CN([O-])[O-])C(F)=C(F)C2=C2C(=O)C=CC=C2[O-])cc1,{'Cc1ccc(N=[N+]=C2C(=[OH+])C(=CC=CN([O-])[O-])C(F)=C(F)C2=C2C(=O)C=CC=C2[O-])cc1'},1,0.0,[120],[2],120,1
Cc1cccc(N=C([Se-])c2cccc3c2c2ccc4cccc3[n+](-c3ccccc3)c2-4)c1,{'Cc1cccc(N=C([Se-])c2cccc3c2c2ccc4cccc3[n+](-c3ccccc3)c2-4)c1'},1,0.2251138,[170],[2],170,1
Cc1cccc(C)c1[NH+]=C(Cl)[B-](Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1,{'Cc1cccc(C)c1[NH+]=C(Cl)[B-](Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1'},1,0.0426326,[70],[2],70,1
Cc1cccc(C)c1-c1c(-c2sc3ccccc3c2C)c2ccccc2c2ccccc12,{'Cc1cccc(C)c1-c1c(-c2sc3ccccc3c2C)c2ccccc2c2ccccc12'},1,0.0862481,[50],[2],50,1
Cc1ccc2oc(-c3ccccc3)c(C=C3C=C(c4ccccc4)C(=O)N(C)C3=O)c2c1,{'Cc1ccc2oc(-c3ccccc3)c(C=C3C=C(c4ccccc4)C(=O)N(C)C3=O)c2c1'},1,0.509243,[310],[2],310,1
Cc1ccc2c(C)n3c(c2c1)C(c1ccccc1)=C1C=CC(c2ccccc2)=[N+]1[B-]3(F)F,{'Cc1ccc2c(C)n3c(c2c1)C(c1ccccc1)=C1C=CC(c2ccccc2)=[N+]1[B-]3(F)F'},1,0.5767729,[380],[2],380,1
Cc1ccc(N=c2n(-c3ccccc3)c(=O)c3ccccc3n2-c2ccc(C)cc2)cc1,{'Cc1ccc(N=c2n(-c3ccccc3)c(=O)c3ccccc3n2-c2ccc(C)cc2)cc1'},1,0.0273905,[160],[2],160,1
Cc1ccc(N2N=C(c3ccccc3)C(=C(c3ccccc3)c3ccccn3)C2=O)cc1,{'Cc1ccc(N2N=C(c3ccccc3)C(=C(c3ccccc3)c3ccccn3)C2=O)cc1'},1,0.5074175,[370],[2],370,1
F[B-]1(F)C2=C(c3ccccn3)C(c3ccccc3)=CC2=C(c2ccccn2)c2cccn21,{'F[B-]1(F)C2=C(c3ccccn3)C(c3ccccc3)=CC2=C(c2ccccn2)c2cccn21'},1,0.5566669,[310],[2],310,1
Cc1ccc(N2C(=O)C=C(c3ccccc3)C2=C2c3ccccc3-c3ccccc32)cc1,{'Cc1ccc(N2C(=O)C=C(c3ccccc3)C2=C2c3ccccc3-c3ccccc32)cc1'},1,0.4541306,[230],[2],230,1
Cc1ccc(C2C3c4c(C)c5ccccc5n4S(=O)(=O)c4ccccc4C23[N+](=O)[O-])cc1,{'Cc1ccc(C2C3c4c(C)c5ccccc5n4S(=O)(=O)c4ccccc4C23[N+](=O)[O-])cc1'},1,0.024449,[70],[2],70,1
Cc1ccc(C2=[N+]3C(=C(c4ccc(N(C)C)cc4)c4c(C)cc(C)n4[B-]3(F)F)C=C2)cc1,{'Cc1ccc(C2=[N+]3C(=C(c4ccc(N(C)C)cc4)c4c(C)cc(C)n4[B-]3(F)F)C=C2)cc1'},1,0.0,[350],[2],350,1
Cc1ccc(C2=[N+]3C(=C(c4ccc(C(F)(F)F)cc4)c4ccc(Br)n4[B-]3(F)F)C=C2)cc1,{'Cc1ccc(C2=[N+]3C(=C(c4ccc(C(F)(F)F)cc4)c4ccc(Br)n4[B-]3(F)F)C=C2)cc1'},1,0.6070033,[320],[2],320,1
Cc1ccc(C2=C3c4ccccc4C(c4ccccn4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,{'Cc1ccc(C2=C3c4ccccc4C(c4ccccn4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1'},1,0.5964789,[380],[2],380,1
Cc1ccc(C2=C3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)c3ccc(Cl)cc32)cc1,{'Cc1ccc(C2=C3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)c3ccc(Cl)cc32)cc1'},1,0.56923,[350],[2],350,1
Cc1noc(NCP(C)Cc2cccc(CNC[P-](C)(#[O+])c3ccn(C)c3)c2CO)c1C,{'Cc1noc(NCP(C)Cc2cccc(CNC[P-](C)(#[O+])c3ccn(C)c3)c2CO)c1C'},1,0.002019,[30],[2],30,1
